Label	Area	Perim	Circ	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
limpia	1.778	6.96	0.461	2.134	11.326	10.647	41.874	1.153	1.997	0.501	0.853
limpia	0.595	3.009	0.826	0.97	16.114	9.921	20.165	0.788	1.229	0.814	0.962
limpia	0.796	3.62	0.763	1.118	25.367	10.4	50.228	0.928	1.249	0.801	0.947
limpia	0.794	3.554	0.79	1.14	17.451	10.873	57.529	0.902	1.326	0.754	0.945
limpia	1.141	4.167	0.826	1.328	21.406	10.863	12.529	1.105	1.207	0.828	0.964
limpia	1.103	4.073	0.835	1.297	20.126	12.236	69.338	1.096	1.222	0.818	0.964
limpia	0.976	3.925	0.796	1.266	9.206	12.611	73.479	0.999	1.315	0.761	0.944
limpia	0.959	3.797	0.835	1.229	16.885	12.478	53.849	0.988	1.256	0.796	0.973
limpia	0.82	3.486	0.848	1.121	11.125	11.737	95.528	0.943	1.216	0.822	0.968
limpia	0.702	3.299	0.811	1.064	18.778	12.174	131.082	0.849	1.289	0.776	0.954
limpia	0.846	3.545	0.846	1.142	23.104	12.663	170.41	0.962	1.215	0.823	0.97
limpia	0.914	3.782	0.803	1.164	8.198	13.882	80.08	1.018	1.17	0.855	0.953
limpia	0.732	3.411	0.791	1.109	13.969	13.82	81.193	0.843	1.352	0.74	0.949
limpia	0.849	3.619	0.815	1.16	21.72	13.182	142.927	0.947	1.259	0.794	0.959
limpia	1.171	4.193	0.837	1.367	16.417	13.655	165.18	1.085	1.273	0.786	0.971
limpia	0.883	3.655	0.83	1.174	11.367	14.689	24.319	0.963	1.248	0.801	0.96
limpia	0.886	3.676	0.825	1.189	4.855	14.18	130.79	0.959	1.252	0.799	0.963
limpia	1.091	4.075	0.826	1.294	14.448	14.442	147.826	1.076	1.21	0.827	0.972
limpia	0.963	3.855	0.814	1.26	10.148	14.684	159.198	0.98	1.32	0.758	0.959
limpia	0.832	3.612	0.801	1.194	7.91	15.497	67.19	0.917	1.361	0.735	0.953
limpia	1.167	4.207	0.829	1.345	18.624	15.6	53.393	1.112	1.237	0.808	0.962
limpia	1.087	4.097	0.814	1.312	15.646	15.836	115.058	1.056	1.284	0.779	0.959
limpia	1.022	3.929	0.832	1.268	18.83	17.076	59.794	1.03	1.26	0.794	0.966
limpia	0.691	3.217	0.839	1.058	6.208	0.705	121.681	0.822	1.289	0.776	0.969
limpia	0.822	3.609	0.793	1.2	3.22	1.985	67.834	0.922	1.347	0.742	0.961
limpia	4.065	13.189	0.294	3.203	23.453	2.798	9.054	2.23	1.402	0.713	0.781
limpia	1.208	4.338	0.807	1.381	4.13	3.117	74.67	1.136	1.233	0.811	0.955
limpia	0.844	3.63	0.805	1.186	18.531	2.515	171.273	0.913	1.343	0.745	0.954
limpia	1.905	7.019	0.486	2.215	16.114	4.315	24.125	1.219	2.173	0.46	0.825
limpia	0.998	3.974	0.794	1.225	11.11	4.392	75.905	1.064	1.173	0.852	0.954
limpia	0.865	3.676	0.804	1.203	8.168	4.279	20.527	0.926	1.332	0.751	0.955
limpia	0.78	3.415	0.841	1.103	24.153	3.96	162.917	0.897	1.224	0.817	0.97
limpia	0.97	3.873	0.813	1.238	6.511	4.917	65.458	1.032	1.214	0.823	0.954
limpia	0.871	3.666	0.814	1.172	22.214	4.007	128.228	0.97	1.223	0.818	0.953
limpia	0.718	3.447	0.759	1.08	3.24	4.413	125.506	0.867	1.286	0.777	0.933
limpia	0.902	3.836	0.771	1.214	20.11	4.763	131.049	0.967	1.3	0.769	0.942
limpia	0.924	3.743	0.829	1.204	22.857	5.647	24.484	0.986	1.251	0.799	0.962
limpia	1.09	3.982	0.864	1.267	0.309	6.193	152.707	1.09	1.155	0.866	0.981
limpia	0.838	3.541	0.84	1.163	5.015	6.81	9.671	0.918	1.279	0.782	0.969
limpia	1.239	4.309	0.839	1.355	12.097	6.835	118.315	1.174	1.123	0.89	0.97
limpia	1.761	6.922	0.462	2.115	4.233	7.123	94.324	1.223	1.954	0.512	0.818
limpia	0.894	3.769	0.791	1.22	13.974	9.134	165.847	0.942	1.343	0.744	0.948
limpia	0.859	3.653	0.808	1.176	1.944	9.582	8.803	0.948	1.284	0.779	0.954
limpia	0.969	3.795	0.846	1.225	3.297	10.271	15.086	1.009	1.218	0.821	0.978
limpia	0.787	3.646	0.744	1.12	7.381	11.516	53.025	0.927	1.247	0.802	0.943
limpia	1.009	3.958	0.81	1.253	15.553	12.251	68.068	1.015	1.261	0.793	0.961
limpia	1.151	4.265	0.795	1.33	3.384	11.866	12.961	1.113	1.206	0.829	0.961
limpia	1.921	6.177	0.633	2.029	13.614	13.342	78.149	1.28	1.686	0.593	0.909
limpia	1.105	4.09	0.83	1.308	2.119	13.213	69.998	1.097	1.235	0.81	0.962
limpia	0.943	3.821	0.812	1.224	8.713	13.486	61.39	1.013	1.229	0.813	0.954
limpia	0.747	3.437	0.794	1.073	19.771	12.935	119.268	0.893	1.21	0.826	0.953
limpia	0.702	3.309	0.805	1.062	0.735	13.105	130.09	0.853	1.282	0.78	0.95
limpia	0.847	3.56	0.84	1.14	5.035	13.856	6.997	0.964	1.206	0.829	0.966
limpia	0.846	3.655	0.796	1.162	3.652	14.159	140.746	0.951	1.262	0.792	0.953
limpia	1.831	5.83	0.677	1.948	18.32	14.525	169.966	1.201	1.776	0.563	0.927
limpia	1.004	3.99	0.793	1.285	11.161	14.797	17.71	1.024	1.295	0.772	0.943
limpia	1.01	3.892	0.838	1.244	9.829	15.733	167.343	1.039	1.203	0.832	0.969
limpia	1.172	4.232	0.822	1.354	0.504	16.52	51.476	1.11	1.245	0.803	0.961
limpia	0.907	3.69	0.837	1.154	20.295	15.836	169.992	0.997	1.153	0.867	0.963
limpia	0.745	3.445	0.789	1.108	8.528	1.661	15.068	0.872	1.308	0.765	0.95
limpia	1.06	4.072	0.804	1.304	20.054	2.484	131.483	1.033	1.311	0.763	0.95
limpia	1.107	4.09	0.832	1.297	15.702	3.662	80.874	1.081	1.228	0.814	0.966
limpia	0.707	3.307	0.812	1.071	4.47	3.482	48.115	0.86	1.282	0.78	0.957
limpia	0.869	3.665	0.813	1.171	21.36	4.68	70.769	0.959	1.24	0.807	0.959
limpia	0.822	3.598	0.798	1.134	6.157	4.891	64.481	0.929	1.229	0.814	0.954
limpia	0.901	3.685	0.833	1.187	12.627	5.2	29.899	0.967	1.222	0.818	0.968
limpia	0.876	3.656	0.823	1.15	21.782	4.752	121.842	0.981	1.191	0.84	0.965
limpia	0.95	3.86	0.802	1.231	25.027	5.946	151.294	0.996	1.28	0.781	0.948
limpia	0.776	3.483	0.804	1.106	4.418	6.501	113.584	0.918	1.215	0.823	0.955
limpia	0.57	2.943	0.827	1.002	12.133	7.319	101.252	0.718	1.402	0.713	0.967
limpia	0.889	3.776	0.783	1.208	7.345	8.99	136.725	0.948	1.337	0.748	0.946
limpia	0.939	3.869	0.788	1.207	14.021	8.954	106.582	1.003	1.225	0.817	0.949
limpia	0.87	3.638	0.826	1.186	4.233	10.631	35.826	0.94	1.285	0.778	0.963
limpia	0.935	3.783	0.821	1.212	14.19	11.223	43.108	0.998	1.233	0.811	0.955
limpia	0.919	3.725	0.833	1.185	24.045	10.605	121.689	1	1.216	0.822	0.963
limpia	0.822	3.507	0.839	1.126	11.161	11.254	17.276	0.935	1.218	0.821	0.968
limpia	0.798	3.482	0.827	1.176	15.821	12.056	165.052	0.884	1.37	0.73	0.963
limpia	0.763	3.443	0.808	1.107	19.833	13.002	30.735	0.911	1.253	0.798	0.952
limpia	0.885	3.665	0.828	1.199	9.289	14.391	36.28	0.938	1.291	0.775	0.968
limpia	0.918	3.865	0.772	1.188	1.486	14.118	95.464	1.009	1.197	0.835	0.947
limpia	0.813	3.555	0.809	1.149	20.367	15.378	81.507	0.912	1.307	0.765	0.955
limpia	1.041	3.909	0.856	1.258	17.091	14.463	140.974	1.053	1.198	0.835	0.98
limpia	0.864	3.728	0.781	1.22	18.259	15.384	137.564	0.927	1.367	0.732	0.941
limpia	0.883	3.642	0.836	1.199	7.694	16.171	164.831	0.943	1.309	0.764	0.962
limpia	1.017	3.959	0.815	1.293	6.049	16.824	18.075	1.021	1.307	0.765	0.961
limpia	0.943	3.822	0.812	1.239	23.86	2.227	155.989	0.977	1.295	0.772	0.963
limpia	1.041	3.927	0.848	1.224	7.375	5.868	80.815	1.084	1.134	0.882	0.976
limpia	0.818	3.502	0.838	1.108	19.946	5.277	131.236	0.937	1.184	0.845	0.977
limpia	1.057	3.986	0.836	1.262	14.962	6.707	11.997	1.09	1.169	0.856	0.968
limpia	0.903	3.665	0.845	1.168	21.895	7.226	66.371	0.989	1.198	0.835	0.968
limpia	1.033	4.001	0.811	1.288	7.725	6.815	153.947	1.034	1.269	0.788	0.956
limpia	0.914	3.687	0.845	1.171	2.762	7.833	67.264	0.984	1.207	0.828	0.97
limpia	0.766	3.492	0.79	1.107	16.083	7.118	120.735	0.896	1.285	0.778	0.946
limpia	0.966	3.83	0.827	1.204	5.853	9.093	10.83	1.025	1.203	0.831	0.96
limpia	0.937	3.814	0.81	1.239	14.597	9.993	169.716	0.97	1.31	0.763	0.96
limpia	0.877	3.791	0.767	1.195	22.173	10.662	112.259	0.959	1.284	0.779	0.945
limpia	1.099	4.068	0.835	1.3	3.816	11.819	50.136	1.074	1.226	0.816	0.968
limpia	0.866	3.674	0.806	1.195	2.047	11.315	170.335	0.928	1.313	0.762	0.958
limpia	0.952	3.775	0.84	1.22	19.956	11.624	5.807	0.995	1.236	0.809	0.97
limpia	0.906	3.703	0.831	1.205	17.683	12.925	81.904	0.948	1.295	0.772	0.965
limpia	0.8	3.461	0.839	1.135	0.278	12.786	35.779	0.88	1.3	0.769	0.973
limpia	0.914	3.702	0.838	1.185	3.456	13.45	166.446	0.971	1.244	0.804	0.967
limpia	0.861	3.571	0.849	1.146	11.233	16.006	126.973	0.955	1.205	0.83	0.976
limpia	0.916	3.807	0.795	1.208	23.572	17.328	78.212	0.982	1.279	0.782	0.949
limpia	0.861	3.714	0.784	1.148	16.407	1.353	111.277	0.958	1.221	0.819	0.95
limpia	1.993	6.127	0.667	2.044	13.949	3.569	30.049	1.226	1.759	0.568	0.921
limpia	0.909	3.712	0.829	1.208	17.4	3.22	140.007	0.972	1.269	0.788	0.961
limpia	0.827	3.559	0.82	1.178	2.999	3.616	5.262	0.902	1.348	0.742	0.958
limpia	1.052	4.044	0.808	1.265	9.952	4.079	30.005	1.073	1.2	0.834	0.96
limpia	0.977	3.905	0.805	1.275	20.491	4.305	15.438	0.986	1.316	0.76	0.957
limpia	1.076	4.056	0.822	1.286	17.605	5.539	77.297	1.075	1.21	0.827	0.958
limpia	0.972	3.923	0.793	1.214	10.744	5.452	57.454	1.066	1.159	0.863	0.948
limpia	0.815	3.59	0.794	1.18	13.933	5.719	33.621	0.911	1.356	0.737	0.953
limpia	1.681	6.992	0.432	2.251	15.214	5.694	176.987	1.107	2.52	0.397	0.795
limpia	0.866	3.689	0.8	1.167	0.19	5.447	157.73	0.941	1.275	0.784	0.956
limpia	0.956	3.792	0.836	1.201	23.397	6.558	106.417	1.026	1.195	0.837	0.961
limpia	1.756	6.592	0.508	1.916	8.78	6.769	116.978	1.23	1.67	0.599	0.89
limpia	0.898	3.671	0.837	1.212	16.865	7.628	35.849	0.96	1.281	0.78	0.968
limpia	0.663	3.238	0.794	1.045	13.177	7.499	11.642	0.824	1.318	0.759	0.945
limpia	1.082	4.142	0.792	1.312	11.552	7.664	172.569	1.05	1.292	0.774	0.958
limpia	0.925	3.823	0.796	1.233	24.235	9.186	166.486	0.961	1.325	0.755	0.951
limpia	1.111	4.128	0.82	1.356	16.124	8.985	131.309	1.058	1.33	0.752	0.958
limpia	0.967	3.894	0.801	1.257	6.414	9.556	9.655	1.027	1.259	0.794	0.953
limpia	0.836	3.546	0.836	1.114	20.172	9.685	22.538	0.948	1.182	0.846	0.969
limpia	0.785	3.494	0.808	1.121	4.243	9.834	170.494	0.886	1.249	0.8	0.972
limpia	1.572	6.233	0.508	1.893	24.132	10.045	140.732	1.15	1.841	0.543	0.873
limpia	0.943	3.765	0.836	1.217	9.5	12.133	53.421	0.976	1.26	0.793	0.968
limpia	1.014	3.894	0.841	1.243	15.224	12.503	60.784	1.031	1.208	0.828	0.976
limpia	1.046	3.954	0.841	1.294	13.542	11.547	119.01	1.038	1.271	0.787	0.968
limpia	1.005	3.881	0.839	1.241	16.623	13.131	52.75	1.031	1.22	0.82	0.97
limpia	0.921	3.779	0.81	1.239	20.609	12.195	110.918	0.951	1.335	0.749	0.96
limpia	0.955	3.852	0.809	1.24	6.398	12.771	120.393	1.021	1.274	0.785	0.959
limpia	0.734	3.398	0.799	1.097	7.797	13.774	60.188	0.857	1.328	0.753	0.946
limpia	1.699	6.099	0.574	1.967	0.797	14.926	84.9	1.134	1.981	0.505	0.875
limpia	1.016	3.845	0.863	1.205	11.13	14.159	47.595	1.067	1.09	0.917	0.982
limpia	0.955	3.823	0.821	1.276	9.026	14.782	69.958	0.951	1.356	0.737	0.966
limpia	0.921	3.76	0.819	1.203	16.505	14.314	7.368	0.99	1.242	0.805	0.959
limpia	0.878	3.68	0.815	1.163	6.558	16.129	9.671	0.982	1.2	0.833	0.96
limpia	0.918	3.801	0.798	1.19	5.93	16.793	164.463	0.981	1.218	0.821	0.965
limpia	0.777	3.521	0.788	1.164	15.363	1.445	98.13	0.877	1.428	0.7	0.949
limpia	0.918	3.766	0.814	1.217	16.942	1.795	96.554	0.963	1.296	0.771	0.96
limpia	0.931	3.781	0.818	1.204	8.312	3.775	30.838	0.998	1.226	0.816	0.959
limpia	0.979	3.878	0.818	1.236	15.805	5.097	150.876	1.034	1.236	0.809	0.955
limpia	0.92	3.785	0.807	1.262	17.703	5.298	164.151	0.933	1.38	0.724	0.958
limpia	0.895	3.647	0.845	1.125	6.589	5.822	26.917	1.029	1.086	0.921	0.975
limpia	1.596	6.075	0.543	1.979	22.903	6.82	37.823	1.158	1.888	0.53	0.854
limpia	0.805	3.493	0.829	1.139	20.475	6.09	165.085	0.896	1.3	0.769	0.965
limpia	1.139	4.127	0.84	1.336	18.248	6.537	9.752	1.117	1.17	0.855	0.978
limpia	0.998	3.928	0.813	1.254	2.803	7.314	48.991	0.998	1.271	0.787	0.959
limpia	1.051	3.955	0.844	1.274	11.104	6.63	147.529	1.07	1.2	0.833	0.966
limpia	0.931	3.757	0.829	1.226	3.801	7.216	162.173	0.985	1.267	0.789	0.962
limpia	0.996	3.822	0.857	1.227	4.202	11.099	65.477	1.056	1.155	0.866	0.978
limpia	0.889	3.709	0.812	1.2	17.719	10.693	141.263	1.002	1.216	0.822	0.956
limpia	0.741	3.339	0.835	1.053	10.749	11.552	104.715	0.905	1.194	0.838	0.962
limpia	0.893	3.717	0.812	1.197	4.896	11.814	122.188	0.964	1.269	0.788	0.959
limpia	1.065	4.035	0.822	1.295	14.787	12.277	162.429	1.054	1.255	0.797	0.961
limpia	0.935	3.801	0.813	1.232	23.633	13.136	106.241	0.972	1.289	0.776	0.959
limpia	0.967	3.785	0.848	1.22	21.612	14.746	32.953	1.001	1.249	0.801	0.973
limpia	0.937	3.794	0.818	1.181	18.824	14.18	96.754	0.993	1.2	0.833	0.971
limpia	0.873	3.66	0.819	1.179	17.719	17.065	74.57	0.944	1.282	0.78	0.962
limpia	0.863	3.575	0.849	1.16	23.474	0.314	112.132	0.999	1.18	0.847	0.975
limpia	0.878	3.69	0.811	1.161	25.506	1.872	78.242	0.968	1.228	0.814	0.959
limpia	1.103	4.122	0.816	1.354	12.076	1.954	30.852	1.024	1.338	0.747	0.969
limpia	0.873	3.665	0.817	1.17	9.165	1.666	139.098	0.97	1.247	0.802	0.958
limpia	0.871	3.687	0.805	1.165	18.094	2.047	6.592	0.963	1.257	0.796	0.951
limpia	0.947	3.782	0.833	1.223	24.338	1.872	146.845	1.001	1.245	0.803	0.961
limpia	1.766	7.03	0.449	2.236	22.234	2.191	142.946	1.112	2.388	0.419	0.824
limpia	2.401	8.439	0.424	2.273	19.663	3.868	3.633	1.724	1.435	0.697	0.851
limpia	0.937	3.774	0.826	1.209	18.074	2.675	119.291	0.992	1.246	0.803	0.964
limpia	0.881	3.643	0.834	1.184	9.88	3.024	146.517	0.941	1.281	0.781	0.968
limpia	0.902	3.708	0.825	1.211	5.647	3.343	128.964	0.937	1.319	0.758	0.963
limpia	0.966	3.866	0.812	1.258	8.43	3.821	147.349	1.001	1.313	0.762	0.954
limpia	0.874	3.669	0.816	1.168	24.544	4.773	72.842	0.965	1.242	0.805	0.957
limpia	1.861	7.05	0.471	2.339	2.675	3.976	95.046	1.146	2.554	0.392	0.811
limpia	0.967	3.827	0.83	1.266	19.776	5.395	58.118	0.982	1.305	0.766	0.966
limpia	0.908	3.795	0.792	1.195	16.304	5.586	78.835	1.001	1.224	0.817	0.953
limpia	1.119	4.343	0.745	1.32	5.673	5.766	81.712	1.131	1.184	0.845	0.951
limpia	0.884	3.732	0.797	1.18	16.844	5.488	138.18	0.973	1.212	0.825	0.946
limpia	0.918	3.742	0.824	1.211	9.078	6.388	20.898	0.956	1.293	0.773	0.964
limpia	0.679	3.32	0.774	1.053	17.976	6.11	163.247	0.855	1.254	0.797	0.945
limpia	1.103	4.157	0.802	1.316	0.638	6.486	158.448	1.079	1.239	0.807	0.958
limpia	0.845	3.574	0.832	1.186	8.07	6.666	150.656	0.952	1.255	0.797	0.967
limpia	1.048	4.044	0.805	1.288	10.343	7.854	55.739	1.035	1.276	0.783	0.958
limpia	0.885	3.607	0.855	1.169	21.941	8.147	78.838	0.955	1.227	0.815	0.976
limpia	1.046	3.989	0.826	1.275	13.218	7.185	138.597	1.068	1.224	0.817	0.963
limpia	0.972	3.883	0.81	1.213	14.838	7.226	94.865	1.045	1.196	0.836	0.959
limpia	0.989	3.893	0.82	1.276	15.872	8.456	67.984	1.007	1.28	0.781	0.967
limpia	0.806	3.559	0.8	1.124	4.207	8.332	150.971	0.923	1.258	0.795	0.95
limpia	1.034	3.965	0.827	1.262	21.206	8.404	139.627	1.046	1.228	0.814	0.962
limpia	1.054	3.991	0.832	1.32	9.026	8.409	136.105	1.052	1.275	0.785	0.971
limpia	2.599	8.97	0.406	2.611	7.597	11.027	82.301	1.616	1.962	0.51	0.794
limpia	2.294	7.531	0.508	2.457	2.304	11.295	34.854	1.336	2.272	0.44	0.833
limpia	0.751	3.497	0.772	1.112	5.987	10.431	48.939	0.896	1.307	0.765	0.936
limpia	0.891	3.709	0.814	1.208	13.491	10.863	67.474	0.937	1.319	0.758	0.961
limpia	1.028	3.96	0.823	1.282	12.241	11.938	164.402	1.015	1.293	0.774	0.96
limpia	1.713	7.077	0.43	2.168	19.478	12.652	21.574	1.208	2.344	0.427	0.78
limpia	1.929	6.397	0.592	2.096	5.935	12.961	29.396	1.198	1.963	0.509	0.886
limpia	2.432	8.345	0.439	2.674	8.481	12.514	167.674	1.443	2.227	0.449	0.812
limpia	2.461	8.631	0.415	2.709	2.736	15.867	86.844	1.243	2.575	0.388	0.813
limpia	0.898	3.734	0.809	1.221	5.03	14.396	79.069	0.953	1.316	0.76	0.955
limpia	0.697	3.253	0.828	1.048	12.956	13.223	110.391	0.858	1.242	0.805	0.962
limpia	0.966	3.796	0.843	1.25	9.299	14.885	48.504	1.03	1.279	0.782	0.976
limpia	1.003	3.857	0.847	1.232	23.011	13.959	106.997	1.038	1.185	0.844	0.971
limpia	1.074	4.042	0.826	1.328	12.272	15.481	61.549	1.031	1.306	0.766	0.963
limpia	1.019	4.026	0.79	1.311	10.425	14.499	142.815	1.017	1.318	0.759	0.953
limpia	0.713	3.299	0.823	1.046	4.408	15.327	68.356	0.87	1.231	0.812	0.963
limpia	1.19	4.238	0.833	1.369	17.77	15.26	129.971	1.119	1.25	0.8	0.964
limpia	3.575	11.401	0.346	3.509	5.4	16.664	16.257	1.934	2.116	0.473	0.755
limpia	0.953	3.792	0.833	1.222	9.304	16.716	74.618	1.005	1.235	0.81	0.962
limpia	0.731	3.328	0.83	1.094	4.984	2.212	73.61	0.837	1.32	0.758	0.969
limpia	0.982	3.844	0.835	1.257	11.737	2.577	53.318	1.009	1.262	0.793	0.965
limpia	1.133	4.198	0.808	1.34	17.024	3.791	163.722	1.106	1.23	0.813	0.958
limpia	0.842	3.572	0.829	1.147	18.886	3.806	106.404	0.939	1.236	0.809	0.966
limpia	0.677	3.214	0.824	1.058	6.712	3.811	94.741	0.791	1.366	0.732	0.962
limpia	0.89	3.735	0.801	1.231	9.428	3.919	105.255	0.936	1.356	0.737	0.957
limpia	0.754	3.393	0.823	1.081	19.637	4.506	16.02	0.909	1.203	0.831	0.96
limpia	1.139	4.124	0.842	1.346	22.312	5.128	10.795	1.091	1.236	0.809	0.97
limpia	0.864	3.698	0.793	1.149	7.062	5.159	171.507	0.966	1.221	0.819	0.954
limpia	0.747	3.423	0.802	1.106	4.624	5.118	121.695	0.877	1.254	0.798	0.951
limpia	0.934	3.832	0.799	1.261	14.257	5.704	131.032	0.967	1.331	0.752	0.956
limpia	0.778	3.464	0.815	1.128	23.788	7.772	6.282	0.888	1.284	0.779	0.96
limpia	0.727	3.425	0.778	1.094	16.762	8.43	28.976	0.865	1.298	0.771	0.95
limpia	1.858	6.759	0.511	2.194	0.288	9.495	46.805	1.32	1.976	0.506	0.835
limpia	0.848	3.62	0.814	1.138	10.364	9.16	68.535	0.975	1.189	0.841	0.954
limpia	1.149	4.222	0.81	1.344	20.722	8.908	28.33	1.082	1.254	0.798	0.965
limpia	1.717	6.733	0.476	2.176	2.983	10.523	84.438	1.173	2.245	0.445	0.827
limpia	0.881	3.768	0.78	1.187	6.851	9.844	23.231	0.994	1.279	0.782	0.94
limpia	1.489	5.056	0.732	1.62	19.251	9.495	97.847	1.238	1.311	0.763	0.934
limpia	0.786	3.476	0.818	1.108	12.02	9.793	126.125	0.929	1.219	0.82	0.958
limpia	0.842	3.536	0.846	1.184	21.242	10.713	19.537	0.907	1.317	0.759	0.969
limpia	0.983	3.908	0.809	1.237	7.7	10.348	165.559	1.012	1.261	0.793	0.958
limpia	0.82	3.618	0.788	1.221	17.986	10.292	99.7	0.895	1.438	0.695	0.948
limpia	2.799	8.261	0.515	2.848	11.485	12.452	29.065	1.408	2.415	0.414	0.846
limpia	0.849	3.53	0.856	1.16	2.978	10.971	112.698	0.985	1.196	0.836	0.976
limpia	0.891	3.76	0.792	1.196	10.369	11.156	104.693	0.963	1.292	0.774	0.947
limpia	0.877	3.696	0.807	1.15	5.03	12.503	81.254	0.977	1.2	0.833	0.959
limpia	0.895	3.676	0.832	1.16	24.431	12.493	67.302	1.002	1.161	0.861	0.965
limpia	0.934	3.795	0.815	1.219	3.847	12.519	144.968	0.998	1.254	0.797	0.954
limpia	1.737	7.104	0.433	2.234	1.749	12.848	145.03	1.107	2.402	0.416	0.819
limpia	0.717	3.363	0.796	1.1	17.081	12.93	117.883	0.826	1.375	0.727	0.952
limpia	0.808	3.573	0.795	1.153	13.697	13.414	174.111	0.91	1.315	0.761	0.951
limpia	0.897	3.683	0.831	1.174	8.168	14.329	67.593	0.969	1.228	0.814	0.97
limpia	0.778	3.481	0.806	1.109	10.77	13.352	115.258	0.906	1.254	0.797	0.952
limpia	1.774	6.744	0.49	2.294	9.098	14.324	154.354	1.063	2.508	0.399	0.861
limpia	1.696	6.619	0.487	2.143	20.388	15.394	34.834	1.092	2.242	0.446	0.847
limpia	0.862	3.66	0.809	1.162	4.032	15.389	68.999	0.957	1.243	0.805	0.956
limpia	2.436	9.126	0.368	2.759	18.485	17.014	76.197	1.458	2.295	0.436	0.802
limpia	0.759	3.413	0.818	1.113	8.337	15.101	163.072	0.91	1.26	0.794	0.957
limpia	1.748	6.353	0.544	2.042	12.03	17.431	68.735	1.19	2.007	0.498	0.845
limpia	0.772	3.451	0.815	1.1	15.43	16.582	76.483	0.893	1.27	0.788	0.958
limpia	0.932	3.77	0.824	1.184	16.536	16.556	17.176	1.005	1.194	0.838	0.971
limpia	0.932	3.754	0.831	1.195	19.364	1.317	129.237	0.99	1.225	0.816	0.964
limpia	0.958	3.823	0.823	1.223	15.62	2.278	167.367	1.008	1.233	0.811	0.961
limpia	0.901	3.797	0.785	1.216	20.193	3.055	31.338	0.969	1.299	0.77	0.95
limpia	0.856	3.602	0.829	1.166	12.256	4.135	74.124	0.933	1.268	0.788	0.97
limpia	0.813	3.467	0.85	1.113	6.424	3.359	109.44	0.946	1.177	0.85	0.97
limpia	0.959	3.859	0.809	1.246	16.057	3.965	99.268	0.986	1.301	0.768	0.955
limpia	0.006	0.278	0.909	0.102	5.678	4.037	40.914	0.077	1.054	0.949	0.977
limpia	0.959	3.794	0.837	1.229	21.334	4.161	97.214	0.988	1.248	0.801	0.972
limpia	0.734	3.326	0.835	1.101	17.487	4.398	158.348	0.868	1.294	0.773	0.967
limpia	0.811	3.558	0.805	1.151	10.065	4.804	94.615	0.896	1.338	0.747	0.949
limpia	1.894	6.779	0.518	2.206	22.924	6.681	42.355	1.32	2.001	0.5	0.838
limpia	1.097	4.102	0.819	1.357	22.06	6.907	81.501	1.059	1.292	0.774	0.964
limpia	0.976	3.838	0.833	1.248	5.735	6.697	55.066	0.994	1.262	0.792	0.97
limpia	1.756	6.599	0.507	2.187	25.686	7.787	84.062	1.174	2.233	0.448	0.832
limpia	0.832	3.572	0.819	1.15	12.632	6.81	59.651	0.932	1.253	0.798	0.959
limpia	1.031	3.969	0.822	1.271	14.612	5.987	132.211	1.032	1.247	0.802	0.97
limpia	0.854	3.71	0.78	1.131	10.703	6.897	56.31	0.965	1.184	0.844	0.966
limpia	1.034	3.918	0.846	1.257	21.993	7.828	138.152	1.043	1.212	0.825	0.98
limpia	0.825	3.493	0.85	1.132	7.591	8.543	42.606	0.917	1.232	0.811	0.977
limpia	0.614	3.112	0.797	0.998	0.725	8.641	39.352	0.802	1.303	0.767	0.943
limpia	0.866	3.572	0.853	1.162	25.65	8.234	112.366	0.999	1.183	0.845	0.977
limpia	1.112	4.085	0.837	1.352	14.273	9.855	31.936	1.032	1.328	0.753	0.971
limpia	0.877	3.672	0.817	1.172	11.454	9.438	121.179	0.971	1.246	0.802	0.959
limpia	0.874	3.699	0.803	1.167	20.285	10.029	11.954	0.964	1.256	0.796	0.951
limpia	1.776	7.039	0.45	2.25	24.415	10.096	142.711	1.112	2.405	0.416	0.823
limpia	2.411	8.44	0.425	2.281	21.838	11.768	2.843	1.729	1.433	0.698	0.852
limpia	0.941	3.783	0.826	1.208	20.27	10.575	120.169	0.995	1.241	0.806	0.965
limpia	0.882	3.659	0.828	1.183	12.071	10.868	144.375	0.944	1.282	0.78	0.967
limpia	0.905	3.71	0.826	1.211	7.823	11.192	128.622	0.94	1.315	0.76	0.963
limpia	0.971	3.891	0.806	1.263	10.605	11.675	148.316	1.005	1.313	0.762	0.953
limpia	1.86	7.012	0.475	2.338	4.85	11.819	96.062	1.145	2.554	0.391	0.811
limpia	0.973	3.83	0.834	1.267	21.952	13.301	60.313	0.985	1.3	0.769	0.966
limpia	0.91	3.784	0.798	1.193	18.47	13.475	79.32	1.002	1.217	0.822	0.954
limpia	1.122	4.263	0.776	1.316	7.833	13.614	81.458	1.125	1.185	0.844	0.955
limpia	0.889	3.724	0.805	1.178	19.015	13.388	139.073	0.976	1.208	0.828	0.949
limpia	0.922	3.752	0.823	1.213	11.248	14.267	21.125	0.962	1.289	0.776	0.963
limpia	0.683	3.322	0.777	1.058	20.126	14.087	172.737	0.855	1.259	0.794	0.948
limpia	1.102	4.145	0.806	1.317	2.798	14.329	159.654	1.082	1.239	0.807	0.957
limpia	0.852	3.592	0.83	1.189	10.235	14.525	150.44	0.957	1.255	0.797	0.967
